model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual,cto_5y,prop_cto_ingreso
Fiat L6 Pro,Fiat,Convertible,C,42329,490,3,242,4,10.94,Petrol,Petrol,0,0,1641.0,2131.0,52984.0,1.526212697315359
Ford E55,Ford,Wagon,E,82347,495,5,788,5,6.27,Hybrid,Petrol+Electric,1,1,940.4999999999999,1435.5,89524.5,2.578767715174559
Volvo W4 Pro,Volvo,Hatchback,C,38334,403,5,329,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1153.0,44099.0,1.270278833967047
Hyundai RR5,Hyundai,MPV,C,46487,651,7,698,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1401.0,53492.0,1.540845719552944
Lancia PP-44,Lancia,Hatchback,A,28157,270,5,392,5,7.72,Petrol,Petrol,0,0,1158.0,1428.0,35297.0,1.0167357990551906
Renault ZZ3,Renault,Crossover,E,82676,817,6,617,5,5.37,Hybrid,Petrol+Electric,1,1,805.5,1622.5,90788.5,2.6151774397972116
Hyundai R88,Hyundai,Crossover,C,45448,604,6,667,4,6.06,Hybrid,Petrol+Electric,1,1,908.9999999999999,1513.0,53013.0,1.5270480470100243
Mercedes-Benz L7,Mercedes-Benz,Wagon,B,43411,535,5,896,5,5.0,Hybrid,Petrol+Electric,1,1,750.0,1285.0,49836.0,1.435534047701348
Renault E88,Renault,Hatchback,F,114304,589,5,406,4,10.25,Diesel,Diesel,0,0,1537.5,2126.5,124936.5,3.598816107846526
Nissan 555,Nissan,Hatchback,C,41953,529,5,478,4,7.32,Diesel,Diesel,0,0,1098.0,1627.0,50088.0,1.4427929484963706
Hyundai GG-2,Hyundai,Wagon,B,39658,680,5,894,5,7.88,Hybrid,Petrol+Electric,1,1,1182.0,1862.0,48968.0,1.4105311671851595
Land Rover P6 Pro,Land Rover,Hatchback,B,35455,346,5,356,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1096.0,40935.0,1.179139301762876
Citroën 888,Citroën,SUV,C,47776,539,5,683,4,7.93,Hybrid,Petrol+Electric,1,1,1189.5,1728.5,56418.5,1.625144025809425
Mercedes-Benz C66,Mercedes-Benz,Wagon,F,117910,795,5,549,5,5.0,Hybrid,Petrol+Electric,1,1,750.0,1545.0,125635.0,3.6189365134232054
Dacia H6 Pro,Dacia,Crossover,C,47761,332,6,475,4,8.66,Petrol,Petrol,0,0,1299.0,1631.0,55916.0,1.6106694319622077
Audi G5,Audi,Sedan,B,38320,463,5,504,4,8.54,Petrol,Petrol,0,0,1280.9999999999998,1743.9999999999998,47040.0,1.3549948150708606
Renault O-Class,Renault,Sedan,C,44683,369,5,398,3,6.45,Hybrid,Petrol+Electric,1,0,967.5,1336.5,51365.5,1.4795915428044706
Citroën UU7,Citroën,Pickup,C,42870,421,3,0,3,9.66,Diesel,Diesel,0,0,1449.0,1870.0,52220.0,1.5042055536352115
Koenigsegg S-Class,Koenigsegg,SUV,A,24635,571,7,649,4,10.17,Diesel,Diesel,0,1,1525.5,2096.5,35117.5,1.0115652724968314
Jaguar CC-3,Jaguar,Hatchback,E,84639,716,5,347,4,5.0,Hybrid,Diesel+Electric,1,0,750.0,1466.0,91969.0,2.6491819334024655
Hyundai 444,Hyundai,Sedan,A,26017,443,5,545,3,8.5,Hybrid,Petrol+Electric,1,0,1275.0,1718.0,34607.0,0.9968602373545339
Mitsubishi F-Class,Mitsubishi,SUV,E,91050,493,7,650,3,8.36,Hybrid,Petrol+Electric,1,1,1254.0,1747.0,99785.0,2.8743230786957024
Audi 999,Audi,Pickup,D,54747,459,5,0,4,12.18,Petrol,Petrol,0,0,1827.0,2286.0,66177.0,1.9062391980642932
Skoda L5x,Skoda,Sedan,A,25493,540,5,572,4,5.45,Hybrid,Petrol+Electric,1,0,817.5,1357.5,32280.5,0.9298450282290587
Lamborghini GG-33,Lamborghini,Hatchback,D,56118,564,5,513,5,8.98,Petrol,Petrol,0,0,1347.0,1911.0,65673.0,1.891721396474248
Audi H4,Audi,SUV,D,54506,462,7,759,5,11.21,Diesel,Diesel,0,1,1681.5000000000002,2143.5,65223.5,1.8787734762069364
Citroën 333,Citroën,Hatchback,C,44789,527,5,518,3,7.31,Diesel,Diesel,0,0,1096.5,1623.5,52906.5,1.5239802972692706
Opel F88,Opel,Sedan,C,42586,609,5,505,4,7.97,Hybrid,Petrol+Electric,1,0,1195.5,1804.5,51608.5,1.4865911971425279
Mercedes-Benz L2,Mercedes-Benz,Pickup,A,31256,581,2,0,5,9.4,Diesel,Diesel,0,0,1410.0,1991.0,41211.0,1.1870895264431387
Toyota E9,Toyota,Wagon,A,25712,367,5,806,3,5.36,Hybrid,Petrol+Electric,1,1,804.0,1171.0,31567.0,0.9092925452241042
Mitsubishi OO-88,Mitsubishi,Hatchback,D,50386,580,5,507,3,11.63,Petrol,Petrol,0,0,1744.5000000000002,2324.5,62008.5,1.7861648807466297
BMW KK9,BMW,SUV,B,32509,491,7,539,5,8.96,Diesel,Diesel,0,1,1344.0000000000002,1835.0000000000002,41684.0,1.2007143680147483
Maserati 999,Maserati,Hatchback,B,29994,488,5,485,4,7.12,Diesel,Diesel,0,0,1068.0,1556.0,37774.0,1.08808618504436
Kia N7x,Kia,Hatchback,C,37985,535,5,519,4,11.88,Petrol,Petrol,0,0,1782.0000000000002,2317.0,49570.0,1.4278718746399355
Hyundai MM-55,Hyundai,Crossover,B,34224,403,5,534,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1153.0,39989.0,1.1518896186196566
Ford L9 Pro,Ford,SUV,D,59704,532,5,798,5,13.16,Petrol,Petrol,0,1,1974.0,2506.0,72234.0,2.0807120636017973
Alfa Romeo 444,Alfa Romeo,Wagon,D,55728,698,5,662,4,10.07,Petrol,Petrol,0,1,1510.5,2208.5,66770.5,1.9233350616430465
Ford V55,Ford,MPV,D,70806,907,5,826,5,8.22,Hybrid,Petrol+Electric,1,0,1233.0,2140.0,81506.0,2.3477935245996084
Peugeot O99,Peugeot,Sedan,A,22295,286,5,394,3,7.99,Petrol,Petrol,0,0,1198.5,1484.5,29717.5,0.8560173983177786
Skoda QQ-55,Skoda,MPV,C,48551,498,5,507,5,7.73,Diesel,Diesel,0,0,1159.5,1657.5,56838.5,1.6372421938011292
Audi 777,Audi,SUV,D,57787,767,7,742,5,9.66,Diesel,Diesel,0,1,1449.0,2216.0,68867.0,1.9837250835349696
Ferrari FF1,Ferrari,Sedan,C,45815,414,5,440,5,13.93,Petrol,Petrol,0,0,2089.5,2503.5,58332.5,1.6802771056573338
Seat PP6,Seat,Coupe,D,54173,531,2,342,4,10.93,Petrol,Petrol,0,0,1639.5,2170.5,65025.5,1.8730700541537044
Peugeot G9x,Peugeot,Hatchback,C,50581,787,5,407,5,8.64,Hybrid,Petrol+Electric,1,0,1296.0,2083.0,60996.0,1.7569996543380573
Hyundai NN-6,Hyundai,Crossover,C,39285,429,7,453,4,7.93,Petrol,Petrol,0,0,1189.5,1618.5,47377.5,1.3647165572070514
Opel Z11,Opel,Wagon,B,33518,490,5,619,5,8.84,Hybrid,Petrol+Electric,1,1,1326.0,1816.0,42598.0,1.227042285977647
Citroën PP-6,Citroën,Sedan,D,53119,401,5,426,5,9.64,Petrol,Petrol,0,0,1446.0,1847.0,62354.0,1.7961170641779007
Mercedes-Benz G1 Pro,Mercedes-Benz,Convertible,B,35409,612,3,266,4,15.85,Petrol,Petrol,0,0,2377.5,2989.5,50356.5,1.4505271344624957
Fiat L-Class,Fiat,Sedan,E,77400,374,5,405,5,5.39,Hybrid,Petrol+Electric,1,0,808.5,1182.5,83312.5,2.3998300495448786
Opel II9,Opel,Coupe,C,43932,446,4,303,3,8.73,Hybrid,Diesel+Electric,1,0,1309.5,1755.5,52709.5,1.5183056803779238
Skoda U5,Skoda,Hatchback,B,30059,348,5,480,3,11.46,Petrol,Petrol,0,0,1719.0000000000002,2067.0,40394.0,1.1635557091830857
Peugeot V5,Peugeot,Hatchback,D,58135,586,5,517,3,8.1,Diesel,Diesel,0,0,1215.0,1801.0,67140.0,1.9339785689595574
Hyundai NN-11,Hyundai,SUV,C,48279,752,5,703,3,6.2,Hybrid,Diesel+Electric,1,1,930.0,1682.0,56689.0,1.6329358220993202
Porsche I-Class,Porsche,Coupe,B,35583,631,2,279,4,9.9,Diesel,Diesel,0,0,1485.0,2116.0,46163.0,1.3297326880977072
Volvo X8,Volvo,Hatchback,F,105427,721,5,414,4,6.65,Diesel,Diesel,0,0,997.5,1718.5,114019.5,3.284350155547874
Mazda QQ-33,Mazda,Convertible,D,59146,674,2,184,4,9.29,Diesel,Diesel,0,0,1393.4999999999998,2067.5,69483.5,2.001483465837078
Mini ZZ-99,Mini,Sedan,C,34017,536,5,596,3,10.16,Petrol,Petrol,0,0,1524.0,2060.0,44317.0,1.276558359257979
DS Automobiles 666,DS Automobiles,SUV,D,63280,819,6,468,3,9.1,Diesel,Diesel,0,0,1365.0,2184.0,74200.0,2.137343011867727
Nissan U3,Nissan,SUV,C,47568,648,7,812,4,8.48,Hybrid,Petrol+Electric,1,1,1272.0,1920.0,57168.0,1.6467334946422398
Jaguar E22,Jaguar,Hatchback,C,40200,367,5,334,3,7.6,Hybrid,Petrol+Electric,1,0,1140.0,1507.0,47735.0,1.3750144025809425
Bentley D1x,Bentley,MPV,B,26976,631,6,960,5,9.38,Petrol,Petrol,0,0,1407.0000000000002,2038.0000000000002,37166.0,1.070572646618274
Kia VV-11,Kia,SUV,B,40723,563,6,543,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1313.0,47288.0,1.362138495218343
Lancia DD9,Lancia,Wagon,C,38316,570,5,516,5,11.14,Petrol,Petrol,0,1,1671.0,2241.0,49521.0,1.42646042170757
BMW G-Class,BMW,Crossover,C,50370,347,7,648,4,5.13,Hybrid,Petrol+Electric,1,1,769.5,1116.5,55952.5,1.6117208203710105
Volkswagen WW6,Volkswagen,SUV,D,57095,616,5,805,5,9.92,Diesel,Diesel,0,1,1488.0,2104.0,67615.0,1.9476610208549372
Lamborghini T66,Lamborghini,Crossover,C,38872,505,7,651,4,7.65,Petrol,Petrol,0,1,1147.5,1652.5,47134.5,1.3577169028689942
Volvo A7 Pro,Volvo,MPV,C,44847,517,7,664,4,8.38,Diesel,Diesel,0,0,1257.0000000000002,1774.0000000000002,53717.0,1.547326880977071
Fiat W1x,Fiat,Wagon,D,53650,730,5,838,4,7.11,Diesel,Diesel,0,1,1066.5,1796.5,62632.5,1.804139301762876
Toyota 999,Toyota,SUV,F,109717,469,5,668,4,10.52,Petrol,Petrol,0,1,1578.0,2047.0,119952.0,3.4552367784306948
Toyota Z55,Toyota,Crossover,C,44067,919,6,421,4,8.5,Petrol,Petrol,0,0,1275.0,2194.0,55037.0,1.585349694665284
Vauxhall 888,Vauxhall,Crossover,E,75149,528,5,485,3,8.24,Diesel,Diesel,0,0,1236.0,1764.0,83969.0,2.4187406383223875
Mercedes-Benz I4,Mercedes-Benz,SUV,D,58250,635,7,701,5,10.25,Petrol,Petrol,0,1,1537.5,2172.5,69112.5,1.9907967507777393
Peugeot O3 Pro,Peugeot,Crossover,A,22755,518,5,441,4,14.17,Petrol,Petrol,0,0,2125.5,2643.5,35972.5,1.0361936859085148
Ford K5,Ford,SUV,C,35672,700,7,658,4,8.45,Diesel,Diesel,0,1,1267.5,1967.5,45509.5,1.3109085148058532
Vauxhall M2 Pro,Vauxhall,Wagon,B,28620,712,5,621,4,9.49,Petrol,Petrol,0,1,1423.5,2135.5,39297.5,1.1319708491761724
DS Automobiles PP2,DS Automobiles,Pickup,D,52517,559,4,0,4,11.19,Diesel,Diesel,0,0,1678.5,2237.5,63704.5,1.8350184353036063
Mini CC-22,Mini,MPV,C,37608,513,5,628,5,11.08,Petrol,Petrol,0,0,1662.0,2175.0,48483.0,1.3965606636709298
Jaguar 222,Jaguar,Coupe,C,40567,460,2,294,4,11.1,Petrol,Petrol,0,0,1665.0,2125.0,51192.0,1.4745938472174214
Opel L11,Opel,Crossover,D,55051,433,5,624,4,5.06,Hybrid,Petrol+Electric,1,1,758.9999999999999,1192.0,61011.0,1.7574317317663326
Seat A44,Seat,Wagon,C,41169,531,5,726,4,7.05,Hybrid,Petrol+Electric,1,1,1057.5,1588.5,49111.5,1.4146647079156585
Citroën PP2,Citroën,Hatchback,C,50383,581,5,332,4,7.79,Hybrid,Petrol+Electric,1,0,1168.5,1749.5,59130.5,1.7032636248415716
Lexus KK-4,Lexus,SUV,E,80926,673,6,704,4,7.67,Diesel,Diesel,0,1,1150.5,1823.5,90043.5,2.593717594192879
Porsche K11,Porsche,Sedan,F,112244,679,5,384,5,7.63,Diesel,Diesel,0,0,1144.5,1823.5,121361.5,3.495837654107616
Skoda X5x,Skoda,Hatchback,D,57741,676,5,393,4,8.63,Diesel,Diesel,0,0,1294.5000000000002,1970.5000000000002,67593.5,1.9470417098744095
Toyota I33,Toyota,Pickup,B,37928,698,5,0,5,9.31,Diesel,Diesel,0,0,1396.5,2094.5,48400.5,1.3941842378154166
Opel OO4,Opel,Convertible,B,31003,434,3,246,4,6.6,Diesel,Diesel,0,0,990.0,1424.0,38123.0,1.0981391865422283
Audi II-4,Audi,SUV,B,39284,644,6,653,4,5.77,Hybrid,Petrol+Electric,1,1,865.4999999999999,1509.5,46831.5,1.3489889388178362
Renault K55,Renault,Sedan,C,40910,754,5,533,4,8.95,Diesel,Diesel,0,0,1342.5,2096.5,51392.5,1.4803692821753658
BMW II-22,BMW,Wagon,B,33163,379,5,837,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1129.0,38808.0,1.11787072243346
Porsche MM-66,Porsche,SUV,E,74536,594,6,654,4,10.41,Petrol,Petrol,0,1,1561.5,2155.5,85313.5,2.4574691784767833
Seat VV9,Seat,Coupe,D,57034,648,2,333,5,10.86,Petrol,Petrol,0,0,1629.0,2277.0,68419.0,1.970820371010485
Ford VV-33,Ford,Pickup,C,42932,641,5,0,4,10.55,Petrol,Petrol,0,0,1582.5,2223.5,54049.5,1.556904597303837
Honda T7,Honda,SUV,B,37680,714,5,742,4,7.33,Diesel,Diesel,0,1,1099.5,1813.5,46747.5,1.3465693052194954
Renault S44,Renault,Sedan,C,39141,663,5,483,3,5.0,Hybrid,Petrol+Electric,1,0,750.0,1413.0,46206.0,1.3309713100587626
Audi M5x,Audi,Sedan,C,39589,539,5,436,4,12.94,Petrol,Petrol,0,0,1941.0,2480.0,51989.0,1.497551561239774
Ford LL-9,Ford,Hatchback,D,50656,461,5,451,3,8.97,Diesel,Diesel,0,0,1345.5,1806.5,59688.5,1.719336905173407
Citroën Z5 Pro,Citroën,SUV,B,37048,544,6,576,4,7.42,Diesel,Diesel,0,1,1113.0,1657.0,45333.0,1.305824403733149
Bentley 444,Bentley,Hatchback,D,57735,786,5,331,4,8.3,Diesel,Diesel,0,0,1245.0,2031.0,67890.0,1.9555824403733149
Audi G-Class,Audi,Hatchback,B,40996,447,5,430,5,6.93,Hybrid,Petrol+Electric,1,0,1039.5,1486.5,48428.5,1.3949907823481968
Subaru B-Class,Subaru,Sedan,B,34858,597,5,444,5,8.06,Hybrid,Petrol+Electric,1,0,1209.0,1806.0,43888.0,1.26420094480931
Ford W3 Pro,Ford,Hatchback,F,100744,751,5,385,5,8.41,Diesel,Diesel,0,0,1261.5,2012.5,110806.5,3.1917991704113375
Peugeot EE-88,Peugeot,Wagon,B,30011,568,5,690,4,8.01,Hybrid,Petrol+Electric,1,1,1201.5,1769.5,38858.5,1.1193253831086531
Citroën MM7,Citroën,Hatchback,B,31405,633,5,471,4,15.89,Petrol,Petrol,0,0,2383.5,3016.5,46487.5,1.3390799631293928
Dacia L2,Dacia,Convertible,D,63262,586,2,270,5,10.33,Hybrid,Petrol+Electric,1,0,1549.5,2135.5,73939.5,2.1298392671966817
Citroën AA3,Citroën,Sedan,C,39001,487,5,382,4,9.43,Hybrid,Petrol+Electric,1,0,1414.5,1901.5,48508.5,1.3972951952989976
Fiat Q6x,Fiat,Hatchback,B,30182,735,5,323,4,8.95,Petrol,Petrol,0,0,1342.5,2077.5,40569.5,1.1686110150939049
Fiat VV2,Fiat,Hatchback,A,25756,779,5,470,4,9.2,Diesel,Diesel,0,0,1380.0,2159.0,36551.0,1.052857472058993
Peugeot M55,Peugeot,Wagon,A,26766,666,5,870,4,6.95,Hybrid,Petrol+Electric,1,1,1042.5,1708.5,35308.5,1.0170670584168684
Kia P99,Kia,Sedan,C,45204,602,5,576,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1352.0,51964.0,1.496831432192649
Kia A88,Kia,SUV,B,26425,453,7,516,5,10.16,Petrol,Petrol,0,1,1524.0,1977.0,36310.0,1.0459154280447056
Seat TT-77,Seat,Hatchback,D,56002,622,5,454,4,7.84,Diesel,Diesel,0,0,1176.0,1798.0,64992.0,1.8721050812305564
Ford Q4x,Ford,Pickup,E,68936,596,4,0,4,6.78,Diesel,Diesel,0,0,1017.0,1613.0,77001.0,2.218026270307639
Renault Z-Class,Renault,Hatchback,B,30337,713,5,321,5,6.28,Diesel,Diesel,0,0,942.0,1655.0,38612.0,1.112224910703998
Volkswagen QQ7,Volkswagen,SUV,C,37809,575,7,653,5,15.37,Petrol,Petrol,0,1,2305.5,2880.5,52211.5,1.503960709759189
Toyota B-Class,Toyota,Coupe,B,30508,626,4,254,4,9.99,Diesel,Diesel,0,0,1498.5,2124.5,41130.5,1.1847707109113954
DS Automobiles D7 Pro,DS Automobiles,Sedan,C,38429,526,5,438,5,10.77,Petrol,Petrol,0,0,1615.5,2141.5,49136.5,1.4153848369627837
Volkswagen I7x,Volkswagen,Sedan,B,35634,270,5,462,4,10.77,Diesel,Diesel,0,0,1615.5,1885.5,45061.5,1.298003802281369
Renault F9,Renault,Coupe,D,57014,782,2,226,3,8.63,Diesel,Diesel,0,0,1294.5000000000002,2076.5,67396.5,1.9413670929830626
Volvo K99,Volvo,Sedan,C,41484,538,5,605,5,9.33,Hybrid,Petrol+Electric,1,0,1399.5,1937.5,51171.5,1.4740033413987788
Ford TT-3,Ford,Hatchback,C,43815,672,5,497,3,6.63,Hybrid,Petrol+Electric,1,0,994.5,1666.5,52147.5,1.5021171793985482
BMW W66,BMW,SUV,D,63446,581,6,784,5,7.57,Diesel,Diesel,0,1,1135.5,1716.5,72028.5,2.074792602834428
Seat C5,Seat,Hatchback,D,58827,837,5,520,3,8.77,Diesel,Diesel,0,0,1315.5,2152.5,69589.5,2.0045368129968892
Hyundai M88,Hyundai,MPV,C,56562,526,5,932,5,8.17,Hybrid,Diesel+Electric,1,0,1225.5,1751.5,65319.5,1.8815387717478973
Seat F8x,Seat,Crossover,B,28300,569,6,476,5,8.38,Diesel,Diesel,0,0,1257.0000000000002,1826.0000000000002,37430.0,1.0781772093559165
Renault W3,Renault,Crossover,F,111984,644,5,579,4,6.45,Hybrid,Petrol+Electric,1,1,967.5,1611.5,120041.5,3.4578148404194033
Renault FF-5,Renault,Sedan,C,39515,381,5,472,3,9.49,Diesel,Diesel,0,0,1423.5,1804.5,48537.5,1.398130544993663
Fiat C-Class,Fiat,Wagon,D,62448,688,5,503,5,6.59,Diesel,Diesel,0,1,988.5,1676.5,70830.5,2.040284018896186
Maserati GG-7,Maserati,Crossover,D,53949,642,5,498,5,10.39,Petrol,Petrol,0,0,1558.5,2200.5,64951.5,1.8709384721742137
Mini 444,Mini,Hatchback,C,47303,703,5,455,4,7.89,Diesel,Diesel,0,0,1183.5,1886.5,56735.5,1.6342752621269732
Nissan W99,Nissan,Convertible,B,41250,879,4,208,4,8.26,Hybrid,Petrol+Electric,1,0,1239.0,2118.0,51840.0,1.4932595921189078
Honda AA8,Honda,Crossover,B,35217,422,5,624,5,5.37,Hybrid,Petrol+Electric,1,1,805.5,1227.5,41354.5,1.1912230671736375
Cupra M22,Cupra,Coupe,C,41685,305,3,327,5,10.46,Hybrid,Petrol+Electric,1,0,1569.0000000000002,1874.0000000000002,51055.0,1.470647540039175
Fiat SS-77,Fiat,Sedan,C,43029,425,5,380,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1175.0,48904.0,1.408687636824519
Seat QQ-7,Seat,Hatchback,D,73108,639,5,506,4,6.58,Hybrid,Petrol+Electric,1,0,987.0,1626.0,81238.0,2.3400737412144257
Aston Martin XX-44,Aston Martin,Wagon,D,51230,676,5,688,5,11.55,Petrol,Petrol,0,1,1732.5,2408.5,63272.5,1.8225746053692822
Peugeot 333,Peugeot,Coupe,E,92299,681,2,272,4,5.51,Hybrid,Petrol+Electric,1,0,826.5,1507.5,99836.5,2.87580654453278
Hyundai EE7,Hyundai,SUV,F,100958,538,6,455,4,8.15,Petrol,Petrol,0,0,1222.5,1760.5,109760.5,3.1616689710796173
Hyundai KK7,Hyundai,Hatchback,D,54753,768,5,485,3,6.08,Diesel,Diesel,0,0,912.0,1680.0,63153.0,1.8191323885240236
BMW S2x,BMW,Coupe,A,26420,498,4,361,3,10.96,Petrol,Petrol,0,0,1644.0000000000002,2142.0,37130.0,1.0695356607904136
Ferrari QQ1,Ferrari,Sedan,C,45095,456,5,590,5,9.15,Diesel,Diesel,0,0,1372.5,1828.5,54237.5,1.5623199677382187
Renault UU-3,Renault,SUV,C,47527,670,7,666,4,7.2,Hybrid,Diesel+Electric,1,1,1080.0,1750.0,56277.0,1.6210680954026961
Renault MM-6,Renault,Crossover,C,53154,640,5,654,5,8.39,Hybrid,Diesel+Electric,1,1,1258.5,1898.5,62646.5,1.804542574029266
Lancia RR1,Lancia,Hatchback,B,36577,633,5,483,4,10.15,Diesel,Diesel,0,0,1522.5,2155.5,47354.5,1.3640540384836963
Citroën C4x,Citroën,Hatchback,C,54273,776,5,472,4,6.86,Hybrid,Diesel+Electric,1,0,1029.0,1805.0,63298.0,1.82330913699735
Ford Q44,Ford,Hatchback,C,44711,569,5,409,5,7.53,Diesel,Diesel,0,0,1129.5,1698.5,53203.5,1.5325354303491185
Bentley G5,Bentley,MPV,C,39296,609,6,544,4,6.08,Diesel,Diesel,0,0,912.0,1521.0,46901.0,1.3509908975688443
Ford C6x,Ford,Sedan,D,64164,531,5,477,4,9.81,Diesel,Diesel,0,0,1471.5,2002.5,74176.5,2.136666090563429
Citroën V3x,Citroën,Crossover,C,48899,522,5,689,4,11.52,Diesel,Diesel,0,1,1728.0,2250.0,60149.0,1.732601682221454
Citroën E5x,Citroën,Pickup,C,48747,553,3,0,4,11.23,Diesel,Diesel,0,0,1684.5,2237.5,59934.5,1.7264229749971194
Peugeot N-Class,Peugeot,Crossover,C,45822,619,6,750,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1369.0,52667.0,1.5170814609978107
Mercedes-Benz I7,Mercedes-Benz,SUV,C,42353,471,5,505,4,12.16,Petrol,Petrol,0,1,1824.0,2295.0,53828.0,1.550524253946307
Porsche F77,Porsche,SUV,B,26188,481,5,766,4,10.33,Petrol,Petrol,0,1,1549.5,2030.5,36340.5,1.0467939854821984
Seat D8 Pro,Seat,SUV,C,42430,516,7,718,4,7.65,Petrol,Petrol,0,1,1147.5,1663.5,50747.5,1.4617899527595346
Peugeot 222,Peugeot,Crossover,C,46687,548,7,544,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1298.0,53177.0,1.5317720935591659
Vauxhall A3x,Vauxhall,MPV,D,59983,475,5,978,4,10.32,Petrol,Petrol,0,0,1548.0,2023.0,70098.0,2.0191842378154163
Seat EE9,Seat,Wagon,B,30990,513,5,519,4,9.52,Petrol,Petrol,0,1,1428.0,1941.0,40695.0,1.1722260629104735
Volkswagen W8x,Volkswagen,SUV,F,110384,538,5,555,4,10.12,Diesel,Diesel,0,1,1517.9999999999998,2056.0,120664.0,3.4757460536928217
Audi Q7,Audi,SUV,D,66138,590,6,479,4,7.42,Hybrid,Petrol+Electric,1,0,1113.0,1703.0,74653.0,2.1503917502016363
Nissan B5x,Nissan,Convertible,C,39973,593,2,247,4,7.89,Diesel,Diesel,0,0,1183.5,1776.5,48855.5,1.407290586473096
Kia I2x,Kia,Hatchback,C,38501,527,5,467,4,13.07,Petrol,Petrol,0,0,1960.5,2487.5,50938.5,1.4672917386795714
Renault RR-66,Renault,Coupe,C,39049,587,4,285,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1337.0,45734.0,1.3173752736490378
Rolls-Royce XX-66,Rolls-Royce,Sedan,D,61442,885,5,474,4,8.14,Diesel,Diesel,0,0,1221.0,2106.0,71972.0,2.073165111187925
Vauxhall M2 Pro,Vauxhall,Wagon,D,53103,363,5,576,5,7.65,Petrol,Petrol,0,1,1147.5,1510.5,60655.5,1.7471914967162117
Vauxhall O99,Vauxhall,Coupe,D,50793,511,3,261,4,10.42,Petrol,Petrol,0,0,1563.0,2074.0,61163.0,1.7618101163728541
Peugeot W2x,Peugeot,SUV,E,75581,478,7,456,4,6.57,Hybrid,Petrol+Electric,1,0,985.5,1463.5,82898.5,2.3879047125244846
Volkswagen A66,Volkswagen,Sedan,C,46945,660,5,522,4,8.31,Diesel,Diesel,0,0,1246.5,1906.5,56477.5,1.6268435303606406
Mini G-Class,Mini,Coupe,D,59590,688,4,338,4,9.14,Hybrid,Petrol+Electric,1,0,1371.0,2059.0,69885.0,2.0130487383339095
Opel OO-11,Opel,SUV,C,48448,426,6,717,4,6.77,Hybrid,Petrol+Electric,1,1,1015.4999999999999,1441.5,55655.5,1.6031656872911626
Nissan KK-11,Nissan,SUV,D,57500,601,7,780,5,10.42,Petrol,Petrol,0,1,1563.0,2164.0,68320.0,1.967968659983869
Hyundai 888,Hyundai,SUV,C,45890,718,6,621,4,11.07,Diesel,Diesel,0,1,1660.5,2378.5,57782.5,1.6644342666205785
Mercedes-Benz BB6,Mercedes-Benz,SUV,D,50616,595,6,549,4,9.25,Petrol,Petrol,0,1,1387.5,1982.5,60528.5,1.7435332411568154
Kia O-Class,Kia,Crossover,A,26484,528,7,592,4,8.04,Diesel,Diesel,0,1,1205.9999999999998,1733.9999999999998,35154.0,1.0126166609056342
Porsche A-Class,Porsche,Hatchback,B,35908,614,5,448,3,9.61,Hybrid,Petrol+Electric,1,0,1441.5,2055.5,46185.5,1.3303808042401197
Suzuki F-Class,Suzuki,SUV,C,41423,572,7,719,4,9.78,Diesel,Diesel,0,1,1467.0,2039.0,51618.0,1.4868648461804355
Fiat OO1,Fiat,MPV,E,64837,665,6,806,5,10.52,Petrol,Petrol,0,0,1578.0,2243.0,76052.0,2.190690171678765
Mini LL-55,Mini,Hatchback,C,45153,624,5,336,3,10.87,Petrol,Petrol,0,0,1630.4999999999998,2254.5,56425.5,1.62534566194262
Saab U2,Saab,SUV,C,51196,553,6,570,3,11.16,Petrol,Petrol,0,1,1674.0,2227.0,62331.0,1.7954545454545454
Hyundai ZZ1,Hyundai,Crossover,C,40934,417,7,462,4,10.45,Diesel,Diesel,0,0,1567.5,1984.5,50856.5,1.4649297154050005
Ford Z7 Pro,Ford,Convertible,C,44298,612,2,218,4,10.34,Diesel,Diesel,0,0,1551.0,2163.0,55113.0,1.5875388869685447
Hyundai FF-2,Hyundai,Crossover,E,72706,436,7,554,5,11.71,Petrol,Petrol,0,1,1756.5000000000002,2192.5,83668.5,2.410084687175942
Citroën D3 Pro,Citroën,Coupe,F,114062,529,3,357,4,8.26,Hybrid,Diesel+Electric,1,0,1239.0,1768.0,122902.0,3.5402120059914735
Mercedes-Benz V88,Mercedes-Benz,Sedan,D,54789,485,5,469,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1235.0,60964.0,1.756077889157737
Peugeot I6x,Peugeot,SUV,D,51435,548,5,597,5,12.14,Petrol,Petrol,0,1,1821.0,2369.0,63280.0,1.8227906440834198
